label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.0,0.0,0.0,-0.12349246708469604,-0.049704091868177355,-0.046588304410687606,-0.21340700819291097,-0.18406412016946455,-0.06867400851376144,-0.27377310750899825,-0.3223590849250473,-0.08757228868179727,-0.33800323248183767,-0.41650848889790787,-0.10594051063819641,-0.1636039913849509,-0.46309653270712386,-0.022224755081897703,-0.2045414076160998,-0.6526248988645693,-0.046083913062575296,-0.22458465094641403,-0.7735760455271833,-0.07090502853844541,-0.23666662522908127,-0.8851638153230704,-0.09178659507527236,-0.08811393211578035,-0.5174777607105507,-0.02504580929871771,-0.1100050583035581,-0.7386487133367102,-0.043807616274799406,-0.1223843326707405,-0.8782360054914722,-0.06798811069289402,-0.1350306168311418,-1.0,-0.0877244623778834,-0.015373635995791576,-0.5155011878871751,-0.03551918636504522,-0.019379833424408476,-0.7273882537752121,-0.059156619522864114,-0.02040935315170481,-0.8606784044755393,-0.08293298805310739,-0.026128265201480337,-0.9759269223085544,-0.10019513835563386,0.05186783417938961,-0.47444733787734394,-0.05045128500861796,0.054618822947294365,-0.6412680531449289,-0.07153542881151326,0.05685225043732702,-0.7509000856357311,-0.08302940704032262,0.05476414631016103,-0.8505582080473775,-0.09163426817684586
0,0.0,0.0,0.0,-0.12105153148532419,-0.056182695794329274,-0.04241860879665203,-0.21265309944885674,-0.18849999070452894,-0.06413822620201327,-0.27336295026783985,-0.32435321330534617,-0.08384224124608163,-0.33739119738003237,-0.41480283784650174,-0.10287273642885579,-0.1684361942360782,-0.47171301284286604,-0.020914999786578,-0.20866734045800783,-0.6552115188782329,-0.044067156787605366,-0.22915959733061872,-0.7742646109602117,-0.06859322730443877,-0.2427961402424224,-0.8820525477322438,-0.08929811807744145,-0.09526936972015072,-0.5240949903318414,-0.025314209059079686,-0.11434002763621731,-0.7445118930774107,-0.04181214446545944,-0.12405214429142536,-0.8839358796669129,-0.06253865046642443,-0.13444708713817813,-1.0,-0.0803745635970331,-0.02235378354340229,-0.5204152000237686,-0.03714437915230023,-0.025696330686643416,-0.7290137366212543,-0.05746768866664054,-0.02675045447903576,-0.8651713641807449,-0.07956267044143613,-0.03293758951234569,-0.9790876225851105,-0.09656272960233134,0.048004766231065255,-0.4777943358785549,-0.05350631942811684,0.05223759363015249,-0.6457938167221529,-0.07236893145374593,0.05359751235819846,-0.7547879060187914,-0.0831161791690147,0.048713654490989564,-0.8501372862888674,-0.09149684990588146
0,0.0,0.0,0.0,-0.12748449628235461,-0.051518636406007304,-0.044857412896380684,-0.21765952254519672,-0.18850593493099393,-0.06330544749053992,-0.27693115242642824,-0.32905324941792324,-0.07914570962320489,-0.3418278658791829,-0.4205729262130221,-0.09427698302977743,-0.1680134119420608,-0.46458924007257585,-0.012295870488567711,-0.2084557448854228,-0.6537421887901218,-0.032948304477538194,-0.2280611441556841,-0.7747795021005037,-0.056751127135187686,-0.23949634694253039,-0.8860601128438128,-0.07728678874060581,-0.09264437929793287,-0.5184084281291884,-0.014757685994153169,-0.11432252690261155,-0.7391301160173487,-0.030656838229785238,-0.12537788293388327,-0.8797694246403936,-0.05404304975328145,-0.13608097299422234,-1.0,-0.07358530124604777,-0.020022253154595885,-0.5165290071301565,-0.025481267988334673,-0.022451107822364386,-0.7280710941855866,-0.04700578745862301,-0.022932375058172763,-0.8628387505136484,-0.0711739736868739,-0.027876841671982077,-0.9774115119402105,-0.08902565836658594,0.04862684350488232,-0.4761899275672736,-0.0407968324229827,0.0515317285506158,-0.6423597037055657,-0.06020943349870313,0.052500896375500865,-0.7513820940658371,-0.07196880324111606,0.049192249590041315,-0.8503390690891672,-0.08116697309894932
0,0.0,0.0,0.0,-0.12483913922362111,-0.05024929792225884,-0.04274223122870718,-0.21618804602015299,-0.18866637329854505,-0.06106133109629297,-0.27672584887660195,-0.3284272583518725,-0.07688313591153301,-0.34099322177546976,-0.41700086459553626,-0.09206470877187999,-0.16465125539635758,-0.4683368202205321,-0.01350510146625131,-0.2056028805873046,-0.6545390225954969,-0.03431945354204737,-0.2262239043380793,-0.771821550045907,-0.05802372881491828,-0.23875573101037073,-0.88120193941801,-0.07852710423782627,-0.08998343674429658,-0.5211947204481653,-0.01710206804550537,-0.11197010383030812,-0.740786564467818,-0.03297965103441707,-0.1245178725387424,-0.8797104926236459,-0.056367933923769035,-0.1366573864955185,-1.0,-0.07601748443199507,-0.01813926460253688,-0.5188185772893739,-0.02847695180510189,-0.020858941311906545,-0.7271816828084114,-0.05012162864226777,-0.023616393715614695,-0.8610759852026714,-0.07468496522552379,-0.030464191370974388,-0.9769336931728143,-0.0929073081971176,0.049083103321809145,-0.47786132040087637,-0.04413480382540407,0.05156919454508577,-0.6434116546507901,-0.0637969173512427,0.05143801931291037,-0.752664247809248,-0.07582239484771573,0.047491498952547576,-0.852398752258419,-0.08522445975727544
0,0.0,0.0,0.0,-0.12375408652693216,-0.05696611184612756,-0.04573367065022373,-0.21210462132281835,-0.19609165178886034,-0.06566130616033121,-0.27291480856414496,-0.3344593196535432,-0.08337080337791737,-0.33689517626629306,-0.4267553950120347,-0.09994766428112012,-0.16202065283658343,-0.4688677682043834,-0.011945648158720576,-0.2026562403415463,-0.6562291734519333,-0.03534065502060553,-0.223461967271077,-0.7751536218995768,-0.060931114983333534,-0.2360242553694726,-0.8859874352878191,-0.08210600045842167,-0.08842689339456565,-0.5200348686952427,-0.014701664926272362,-0.11110314626861847,-0.7374819081200011,-0.032151871890973044,-0.12202502311102939,-0.8792466678821709,-0.054784886275651735,-0.13332315218684274,-1.0,-0.07308175275078126,-0.01626438151872578,-0.5182345545687809,-0.026402951927943768,-0.01899597619620247,-0.7294016619855902,-0.04899181608686246,-0.0192356140659811,-0.8644692878270714,-0.07129414341383881,-0.024743995244642734,-0.9778918481741724,-0.08682054331715255,0.0525418149902145,-0.47991344640292993,-0.04309682350974937,0.05361931966046915,-0.648252210546802,-0.06328336780440283,0.053942934673920216,-0.7583019198213936,-0.07409348253969042,0.04940453279186256,-0.8563404734683305,-0.08183277173117406
0,0.0,0.0,0.0,-0.12349333743170299,-0.05100562126554278,-0.045708907232406906,-0.21572174614138612,-0.1859527686025103,-0.06643267834597812,-0.27815897395511524,-0.32584137713546857,-0.08426467902977212,-0.3447180468539404,-0.413456344557246,-0.10138860077924403,-0.16668042812235576,-0.4665903657552073,-0.01868397814221028,-0.20661871666677653,-0.6536160942421492,-0.04129829382824024,-0.2268428526179319,-0.7733613141889513,-0.06605148638477293,-0.23898965011325446,-0.8829890020527698,-0.08715479071265823,-0.09281020605062296,-0.5192892531935539,-0.02117015920859242,-0.11493602484278115,-0.7401738002468042,-0.03853907136898947,-0.12588332066469912,-0.8797819179329229,-0.06231738693732429,-0.13613468001319712,-1.0,-0.0821508446296947,-0.020228992935516246,-0.5163151308593011,-0.03144225831397059,-0.022997300557477725,-0.7283308244696259,-0.05378700459204613,-0.024341991370526502,-0.8631803117281949,-0.07829646977041714,-0.03003403011399689,-0.9784374179299741,-0.0963863730713278,0.048180244077341235,-0.47317643654852976,-0.04623192205280083,0.05103719166388836,-0.6394687395813349,-0.06613461887602082,0.052361240293403485,-0.747781659125042,-0.07785228337254062,0.05006232551717343,-0.8444076335141635,-0.08687435949397494
0,0.0,0.0,0.0,-0.12424455717512554,-0.05445186037220887,-0.04068817384175261,-0.21481152233642745,-0.19015960426222625,-0.05843414323349985,-0.27558923075385205,-0.3286719614161875,-0.07439796793629495,-0.3416543926417206,-0.4139344106899662,-0.08979720329010571,-0.1654552925032565,-0.46886177822097935,-0.01131195362040998,-0.20736007180692376,-0.6561174108006134,-0.03192150879371761,-0.2280938384682017,-0.7730514116478745,-0.05555031468218179,-0.24030880562046358,-0.8808555544027413,-0.07591031315518164,-0.091666026107911,-0.5221446906756131,-0.015721115401595338,-0.11360002178474261,-0.7436501956318144,-0.031211738095368383,-0.1249382564553673,-0.8823072386356546,-0.05368615405658741,-0.13512796640461783,-1.0,-0.07267728134118473,-0.02066310412589927,-0.5199327809706137,-0.027814246231900812,-0.022361934884990692,-0.7297778473296284,-0.04802447998529132,-0.025291155497907183,-0.8642395177299195,-0.07118724975675489,-0.03118406625319317,-0.979288983228161,-0.08876128082689935,0.04703229415744923,-0.4772039213915487,-0.044264099378779266,0.050288113561932954,-0.6428488824806203,-0.06233986407236411,0.050237788048931566,-0.7506132991027926,-0.07293092860518306,0.04722687465121145,-0.8484371342998359,-0.08141738061515304
0,0.0,0.0,0.0,-0.12329252885705785,-0.054802926883955175,-0.041237447892390686,-0.21388571009705976,-0.19718763878768017,-0.05751273958906065,-0.2755165381016648,-0.33344486652667527,-0.07221686042435228,-0.3402822537178929,-0.4216337600627805,-0.08614347381092259,-0.1624791414243766,-0.47111379404016057,-0.007948298447972593,-0.20340705159991204,-0.6581475428921304,-0.02789692275214776,-0.22373932278079847,-0.7765152488584376,-0.051067515178813964,-0.23594858549752284,-0.8844211125436036,-0.07084793420442205,-0.08968803763382906,-0.5229553421668772,-0.012051561602349768,-0.11192597415476956,-0.7424526666637921,-0.02700649602988697,-0.12293171322746303,-0.8826819708605159,-0.04945710378518084,-0.13356318369775655,-1.0,-0.06803243612103949,-0.01777361923775111,-0.5211332404848245,-0.024386187322967743,-0.020751210551959953,-0.7317239208516767,-0.04476198124239651,-0.023399548980463005,-0.8674447544185685,-0.06884184587185765,-0.030027207775128385,-0.9824609454162876,-0.08645900423318209,0.050210978833127085,-0.48103536148396636,-0.041208798342332265,0.053878466188626205,-0.6451724093325687,-0.0597837480014805,0.05469133619927647,-0.7531986598769398,-0.07149415659241096,0.051750309375256015,-0.8497936779651516,-0.08043560813368182
0,0.0,0.0,0.0,-0.1266350519053277,-0.05637330726968223,-0.04549869110440852,-0.2181743628894997,-0.1938380928510579,-0.06500458253912932,-0.2802814287047631,-0.331036509036809,-0.08194555156791923,-0.3452711916604706,-0.420987566282109,-0.0981606137435,-0.16609023210841864,-0.4672722200840427,-0.014014102186319202,-0.2078791158353809,-0.6533641021446231,-0.03686330149634556,-0.2284005706317604,-0.772129371630401,-0.0621227702379669,-0.24136842557859312,-0.8833973214145263,-0.08350597656518387,-0.09103488704993797,-0.521404458855891,-0.016976953749351743,-0.1122329271025267,-0.7403886790909463,-0.03518650647860683,-0.12474407389268809,-0.8787761444882684,-0.06018688390079428,-0.13741602110540502,-1.0,-0.0804938798727437,-0.019213553098571708,-0.520144709893316,-0.028209608823880992,-0.022334129994557254,-0.7285510588533042,-0.05172006983082722,-0.02493105681882931,-0.8632883546586154,-0.07685215448770534,-0.03163189007962767,-0.9793817153839512,-0.09490776976080913,0.04735380182886011,-0.4793684318707836,-0.04402415559915086,0.05036898453484458,-0.6429126864192507,-0.06459305580553472,0.051317357461786305,-0.7520735389271606,-0.0765448530823446,0.04838467236389555,-0.8518800890275036,-0.08561594683807967
0,0.0,0.0,0.0,-0.12359065445043645,-0.04714896686328238,-0.0453469753539157,-0.21564150133072912,-0.18753237276428203,-0.06579776412125565,-0.27466185714932856,-0.3310483209706685,-0.08320150485891396,-0.34039046426099495,-0.41980017466807273,-0.10004106513186531,-0.1627194280832128,-0.47004147576612176,-0.019348527699292843,-0.2048283396314272,-0.6576716471999907,-0.04126466278322236,-0.22564646325245716,-0.7763087200243566,-0.06521908175553216,-0.2385604527463868,-0.8851258934005036,-0.08570878093946636,-0.08777772978561198,-0.5218972450272801,-0.022349116697047863,-0.11101676553638093,-0.7445786703384185,-0.03918867696999921,-0.1233875071242029,-0.8832647337997469,-0.062164217623694645,-0.1354429050664627,-1.0,-0.08110839714553114,-0.014423635743675481,-0.5173972771586203,-0.033057302849528805,-0.01912148350573641,-0.7331410544768439,-0.05616372274838005,-0.021627376885170316,-0.8705721520658696,-0.08011780701922863,-0.027867353399443125,-0.9862837804857064,-0.09749133134792067,0.054624858701114276,-0.473292535310236,-0.04809799914532958,0.0565249973048302,-0.6420899663481274,-0.06941143703369301,0.05659470299931137,-0.7542358061121184,-0.08120736452677775,0.053484108330725956,-0.8558052552826206,-0.09005348025157475
